time, sw_id, port_id, q_id, q_len, port_len
1600000, 21, 1, 6, 0, 60
1600000, 21, 1, 7, 0, 60
1600000, 21, 2, 0, 0, 0
1600000, 21, 2, 1, 0, 0
1600000, 21, 2, 2, 0, 0
1600000, 21, 2, 3, 0, 0
1600000, 21, 2, 4, 0, 0
1600000, 21, 2, 5, 0, 0
1600000, 21, 2, 6, 0, 0
1600000, 21, 2, 7, 0, 0
1600000, 21, 56, 0, 0, 60
1600000, 21, 56, 1, 0, 60
1600000, 21, 56, 2, 0, 60
1600000, 21, 56, 3, 60, 60
1600000, 21, 56, 4, 0, 60
1600000, 21, 56, 5, 0, 60
1600000, 21, 56, 6, 0, 60
1600000, 21, 56, 7, 0, 60
1600000, 22, 1, 0, 0, 9112
1600000, 22, 1, 1, 0, 9112
1600000, 22, 1, 2, 0, 9112
1600000, 22, 1, 3, 9112, 9112
1600000, 22, 1, 4, 0, 9112
1600000, 22, 1, 5, 0, 9112
1600000, 22, 1, 6, 0, 9112
1600000, 22, 1, 7, 0, 9112
1600000, 22, 2, 0, 0, 60
1600000, 22, 2, 1, 0, 60
1600000, 22, 2, 2, 0, 60
1600000, 22, 2, 3, 60, 60
1600000, 22, 2, 4, 0, 60
1600000, 22, 2, 5, 0, 60
1600000, 22, 2, 6, 0, 60
1600000, 22, 2, 7, 0, 60
1600000, 23, 1, 0, 0, 9112
1600000, 23, 1, 1, 0, 9112
1600000, 23, 1, 2, 0, 9112
1600000, 23, 1, 3, 9112, 9112
1600000, 23, 1, 4, 0, 9112
1600000, 23, 1, 5, 0, 9112
1600000, 23, 1, 6, 0, 9112
1600000, 23, 1, 7, 0, 9112
1600000, 23, 2, 0, 0, 60
1600000, 23, 2, 1, 0, 60
1600000, 23, 2, 2, 0, 60
1600000, 23, 2, 3, 60, 60
1600000, 23, 2, 4, 0, 60
1600000, 23, 2, 5, 0, 60
1600000, 23, 2, 6, 0, 60
1600000, 23, 2, 7, 0, 60
1600000, 24, 2, 0, 0, 0
1600000, 24, 2, 1, 0, 0
1600000, 24, 2, 2, 0, 0
1600000, 24, 2, 3, 0, 0
1600000, 24, 2, 4, 0, 0
1600000, 24, 2, 5, 0, 0
1600000, 24, 2, 6, 0, 0
1600000, 24, 2, 7, 0, 0
1600000, 25, 1, 0, 0, 60
1600000, 25, 1, 1, 0, 60
1600000, 25, 1, 2, 0, 60
1600000, 25, 1, 3, 60, 60
1600000, 25, 1, 4, 0, 60
1600000, 25, 1, 5, 0, 60
1600000, 25, 1, 6, 0, 60
1600000, 25, 1, 7, 0, 60
1600000, 25, 2, 0, 0, 11392
1600000, 25, 2, 1, 0, 11392
1600000, 25, 2, 2, 0, 11392
1600000, 25, 2, 3, 11392, 11392
1600000, 25, 2, 4, 0, 11392
1600000, 25, 2, 5, 0, 11392
1600000, 25, 2, 6, 0, 11392
1600000, 25, 2, 7, 0, 11392
1600000, 52, 8, 0, 0, 0
1600000, 52, 8, 1, 0, 0
1600000, 52, 8, 2, 0, 0
1600000, 52, 8, 3, 0, 0
1600000, 52, 8, 4, 0, 0
1600000, 52, 8, 5, 0, 0
1600000, 52, 8, 6, 0, 0
1600000, 52, 8, 7, 0, 0
