time, node_id, port_id, bandwidth
600000, 24, 7, 10.620160
600000, 24, 8, 10.548160
600000, 24, 9, 0.072000
600000, 24, 13, 10.548160
600000, 24, 14, 21.096320
600000, 24, 15, 10.548160
600000, 24, 16, 0.072000
600000, 24, 23, 0.072000
600000, 24, 26, 10.548160
600000, 24, 29, 10.548160
600000, 24, 30, 0.072000
600000, 24, 36, 10.548160
600000, 24, 42, 10.548160
600000, 24, 44, 0.043200
600000, 24, 47, 0.072000
600000, 24, 48, 0.072000
600000, 24, 49, 0.144000
600000, 24, 50, 10.548160
600000, 24, 51, 0.144000
600000, 24, 54, 10.548160
600000, 24, 58, 10.596160
600000, 24, 60, 0.072000
600000, 24, 61, 10.548160
600000, 25, 1, 84.908480
600000, 25, 2, 84.913280
600000, 25, 3, 10.548160
600000, 25, 4, 0.072000
600000, 25, 6, 10.692160
600000, 25, 7, 0.072000
600000, 25, 8, 10.548160
600000, 25, 9, 10.548160
600000, 25, 11, 10.548160
600000, 25, 12, 0.072000
600000, 25, 13, 0.072000
600000, 25, 15, 10.548160
600000, 25, 19, 10.548160
600000, 25, 24, 0.072000
600000, 25, 26, 21.096320
600000, 25, 28, 10.620160
600000, 25, 29, 21.096320
600000, 25, 30, 0.072000
600000, 25, 31, 10.548160
600000, 25, 34, 10.548160
600000, 25, 37, 0.072000
600000, 25, 38, 0.072000
600000, 25, 39, 10.620160
600000, 25, 40, 0.048000
600000, 25, 51, 0.072000
600000, 25, 52, 10.548160
600000, 25, 54, 0.038400
600000, 25, 64, 0.072000
600000, 26, 1, 10.548160
600000, 26, 2, 10.620160
600000, 26, 6, 0.072000
600000, 27, 6, 0.072000
600000, 27, 7, 0.072000
600000, 28, 2, 0.072000
600000, 28, 5, 0.072000
600000, 28, 8, 10.548160
600000, 29, 1, 10.548160
600000, 29, 2, 0.072000
600000, 29, 4, 10.548160
600000, 29, 5, 10.620160
600000, 29, 7, 0.144000
600000, 29, 8, 10.548160
600000, 30, 6, 0.072000
600000, 30, 7, 0.072000
600000, 30, 8, 10.548160
600000, 31, 1, 10.548160
600000, 31, 3, 10.548160
600000, 31, 4, 0.144000
600000, 31, 6, 10.548160
600000, 31, 7, 10.548160
600000, 31, 8, 10.548160
600000, 32, 1, 10.620160
600000, 32, 3, 10.692160
600000, 32, 4, 0.072000
600000, 32, 5, 10.548160
600000, 32, 6, 0.072000
600000, 33, 5, 0.072000
600000, 33, 6, 10.548160
600000, 34, 1, 10.620160
600000, 34, 2, 0.144000
600000, 34, 4, 10.620160
600000, 35, 2, 10.548160
600000, 35, 5, 21.129920
600000, 35, 7, 0.072000
600000, 36, 1, 0.072000
600000, 36, 4, 10.548160
600000, 36, 5, 0.072000
600000, 36, 7, 0.072000
600000, 36, 8, 10.581760
600000, 37, 7, 10.548160
600000, 37, 8, 21.096320
600000, 38, 1, 10.548160
600000, 38, 2, 10.567360
600000, 38, 5, 10.620160
600000, 38, 6, 10.548160
600000, 38, 8, 10.548160
600000, 39, 1, 0.028800
600000, 39, 3, 10.548160
600000, 39, 5, 0.072000
600000, 39, 6, 0.072000
600000, 41, 1, 0.072000
600000, 41, 2, 10.548160
600000, 41, 3, 10.548160
600000, 41, 6, 10.548160
600000, 41, 8, 0.072000
600000, 42, 1, 10.548160
600000, 42, 4, 0.072000
600000, 42, 7, 10.548160
600000, 43, 1, 0.144000
600000, 43, 3, 10.548160
600000, 43, 5, 10.548160
600000, 44, 2, 10.548160
600000, 44, 3, 21.096320
600000, 44, 4, 10.548160
600000, 44, 5, 10.548160
600000, 44, 8, 0.144000
600000, 45, 3, 0.072000
600000, 45, 6, 10.548160
600000, 45, 8, 0.072000
600000, 46, 1, 0.072000
600000, 46, 3, 10.548160
600000, 46, 6, 0.072000
600000, 46, 8, 0.072000
600000, 47, 3, 10.620160
600000, 47, 5, 10.548160
600000, 47, 7, 0.072000
600000, 47, 8, 0.072000
600000, 48, 2, 10.548160
600000, 48, 4, 0.072000
600000, 49, 1, 21.096320
600000, 49, 8, 10.548160
600000, 50, 2, 0.072000
600000, 50, 3, 0.134400
600000, 50, 7, 10.548160
600000, 51, 1, 10.548160
600000, 51, 7, 0.072000
600000, 52, 1, 21.096320
600000, 52, 3, 0.072000
600000, 52, 4, 10.548160
600000, 52, 7, 10.548160
600000, 52, 8, 10.548160
600000, 53, 1, 0.072000
600000, 53, 3, 0.072000
600000, 53, 6, 0.072000
600000, 53, 7, 0.072000
600000, 54, 1, 10.548160
600000, 54, 2, 10.548160
600000, 54, 8, 0.110400
600000, 56, 5, 0.072000
600000, 56, 6, 21.096320
600000, 56, 7, 10.548160
600000, 57, 1, 10.548160
600000, 57, 3, 10.548160
600000, 57, 5, 10.620160
600000, 57, 7, 10.548160
600000, 58, 3, 21.096320
600000, 58, 5, 10.548160
600000, 59, 3, 10.620160
600000, 59, 4, 10.548160
600000, 59, 8, 10.548160
600000, 60, 2, 31.644480
600000, 60, 7, 0.072000
600000, 61, 3, 10.548160
600000, 61, 7, 0.072000
600000, 62, 1, 10.620160
600000, 62, 2, 0.072000
