time, src, dst, sport, dport, size, cnp_number
34500000, 30, 32, 10000, 100, 108560640, 1
34600000, 7, 9, 10003, 100, 108560640, 1
34600000, 7, 9, 10002, 100, 108560640, 1
34600000, 78, 80, 10001, 100, 108560640, 1
36700000, 118, 120, 10002, 100, 108560640, 1
37400000, 95, 97, 10003, 100, 108560640, 1
38600000, 78, 80, 10001, 100, 108560640, 2
38700000, 14, 16, 10000, 100, 108560640, 1
39000000, 16, 26, 10000, 100, 108560640, 1
39100000, 40, 50, 10003, 100, 108560640, 1
40500000, 30, 32, 10000, 100, 108560640, 2
40500000, 78, 80, 10001, 100, 108560640, 3
40600000, 14, 16, 10000, 100, 108560640, 2
40600000, 30, 32, 10000, 100, 108560640, 3
40700000, 54, 56, 10003, 100, 108560640, 1
52600000, 20, 30, 10006, 100, 108560640, 1
52600000, 76, 86, 10010, 100, 108560640, 1
58800000, 122, 4, 10012, 100, 108560640, 2
59000000, 26, 36, 10012, 100, 108560640, 1
59100000, 26, 36, 10010, 100, 108560640, 1
64700000, 97, 107, 10013, 100, 108560640, 1
65700000, 34, 44, 10012, 100, 108560640, 1
68000000, 34, 44, 10016, 100, 108560640, 1
68400000, 46, 48, 10017, 100, 108560640, 1
68400000, 46, 48, 10016, 100, 108560640, 1
68600000, 34, 44, 10016, 100, 108560640, 2
68600000, 46, 48, 10016, 100, 108560640, 3
68600000, 46, 48, 10013, 100, 108560640, 1
68600000, 46, 48, 10012, 100, 108560640, 1
69100000, 34, 44, 10017, 100, 108560640, 1
69900000, 46, 48, 10014, 100, 108560640, 1
69900000, 46, 48, 10013, 100, 108560640, 2
69900000, 46, 48, 10012, 100, 108560640, 2
72000000, 74, 84, 10015, 100, 108560640, 1
74300000, 112, 122, 10017, 100, 108560640, 1
74400000, 112, 122, 10016, 100, 108560640, 1
74400000, 112, 122, 10014, 100, 108560640, 1
74500000, 112, 122, 10018, 100, 108560640, 1
74500000, 112, 122, 10016, 100, 108560640, 2
75500000, 27, 37, 10020, 100, 108560640, 1
75600000, 27, 37, 10017, 100, 108560640, 1
75600000, 27, 37, 10016, 100, 108560640, 1
75600000, 112, 122, 10015, 100, 108560640, 1
75700000, 112, 122, 10017, 100, 108560640, 2
75700000, 112, 122, 10016, 100, 108560640, 3
75800000, 112, 122, 10015, 100, 108560640, 2
76000000, 67, 77, 10021, 100, 108560640, 1
76000000, 67, 77, 10020, 100, 108560640, 1
76000000, 67, 77, 10019, 100, 108560640, 2
76000000, 67, 77, 10017, 100, 108560640, 1
76300000, 112, 122, 10014, 100, 108560640, 2
76400000, 112, 122, 10017, 100, 108560640, 3
76500000, 112, 122, 10016, 100, 108560640, 4
76600000, 112, 122, 10019, 100, 108560640, 1
77100000, 112, 122, 10014, 100, 108560640, 3
77300000, 112, 122, 10017, 100, 108560640, 4
77300000, 112, 122, 10014, 100, 108560640, 4
77400000, 112, 122, 10019, 100, 108560640, 2
77400000, 112, 122, 10014, 100, 108560640, 5
77500000, 112, 122, 10020, 100, 108560640, 1
77600000, 112, 122, 10018, 100, 108560640, 2
77600000, 112, 122, 10014, 100, 108560640, 6
77800000, 112, 122, 10020, 100, 108560640, 2
77800000, 112, 122, 10015, 100, 108560640, 4
77900000, 112, 122, 10019, 100, 108560640, 3
77900000, 112, 122, 10016, 100, 108560640, 5
78000000, 112, 122, 10021, 100, 108560640, 3
78000000, 112, 122, 10020, 100, 108560640, 3
78000000, 112, 122, 10018, 100, 108560640, 3
78000000, 112, 122, 10016, 100, 108560640, 6
80700000, 66, 76, 10019, 100, 108560640, 1
81500000, 112, 122, 10023, 100, 108560640, 1
82200000, 112, 122, 10023, 100, 108560640, 2
82300000, 112, 122, 10020, 100, 108560640, 4
82900000, 66, 76, 10022, 100, 108560640, 1
83100000, 61, 71, 10022, 100, 108560640, 1
83100000, 61, 71, 10021, 100, 108560640, 1
85200000, 75, 85, 10025, 100, 108560640, 1
85200000, 75, 85, 10020, 100, 108560640, 1
85300000, 75, 85, 10023, 100, 108560640, 1
86900000, 92, 102, 10022, 100, 108560640, 1
87000000, 92, 102, 10024, 100, 108560640, 1
87200000, 112, 122, 10024, 100, 108560640, 1
87200000, 112, 122, 10023, 100, 108560640, 3
87300000, 112, 122, 10022, 100, 108560640, 1
87400000, 112, 122, 10024, 100, 108560640, 2
87500000, 112, 122, 10025, 100, 108560640, 1
87500000, 112, 122, 10022, 100, 108560640, 2
87600000, 112, 122, 10024, 100, 108560640, 3
88200000, 81, 91, 10026, 100, 108560640, 1
88300000, 92, 102, 10025, 100, 108560640, 1
88600000, 81, 91, 10022, 100, 108560640, 1
89300000, 86, 88, 10022, 100, 108560640, 1
89400000, 86, 88, 10022, 100, 108560640, 2
89500000, 86, 88, 10025, 100, 108560640, 1
90000000, 120, 2, 10024, 100, 108560640, 1
90000000, 120, 2, 10022, 100, 108560640, 1
90900000, 16, 26, 10025, 100, 108560640, 1
91000000, 16, 26, 10021, 100, 108560640, 1
91000000, 16, 26, 10019, 100, 108560640, 1
91000000, 120, 2, 10024, 100, 108560640, 2
91000000, 120, 2, 10023, 100, 108560640, 1
91100000, 120, 2, 10025, 100, 108560640, 1
91100000, 120, 2, 10021, 100, 108560640, 2
91200000, 16, 26, 10025, 100, 108560640, 2
91200000, 16, 26, 10020, 100, 108560640, 2
91200000, 16, 26, 10019, 100, 108560640, 2
91300000, 16, 26, 10026, 100, 108560640, 1
91300000, 16, 26, 10023, 100, 108560640, 1
91300000, 16, 26, 10020, 100, 108560640, 3
91400000, 16, 26, 10025, 100, 108560640, 3
91400000, 16, 26, 10023, 100, 108560640, 2
91400000, 16, 26, 10021, 100, 108560640, 2
92000000, 81, 91, 10026, 100, 108560640, 2
92400000, 81, 91, 10026, 100, 108560640, 3
92500000, 16, 26, 10023, 100, 108560640, 3
92500000, 16, 26, 10019, 100, 108560640, 3
92600000, 16, 26, 10025, 100, 108560640, 4
92600000, 16, 26, 10021, 100, 108560640, 5
92600000, 16, 26, 10020, 100, 108560640, 4
92600000, 81, 91, 10028, 100, 108560640, 1
92600000, 81, 91, 10027, 100, 108560640, 1
92600000, 81, 91, 10026, 100, 108560640, 4
92700000, 16, 26, 10025, 100, 108560640, 5
92700000, 16, 26, 10022, 100, 108560640, 1
92700000, 16, 26, 10019, 100, 108560640, 4
92800000, 16, 26, 10026, 100, 108560640, 4
92800000, 16, 26, 10024, 100, 108560640, 2
92800000, 16, 26, 10021, 100, 108560640, 6
92800000, 16, 26, 10020, 100, 108560640, 5
92800000, 16, 26, 10019, 100, 108560640, 5
92900000, 16, 26, 10025, 100, 108560640, 6
92900000, 16, 26, 10023, 100, 108560640, 5
92900000, 16, 26, 10020, 100, 108560640, 7
93000000, 16, 26, 10025, 100, 108560640, 7
93000000, 16, 26, 10022, 100, 108560640, 3
93000000, 16, 26, 10020, 100, 108560640, 9
93000000, 16, 26, 10019, 100, 108560640, 6
93100000, 16, 26, 10022, 100, 108560640, 4
93100000, 16, 26, 10020, 100, 108560640, 10
93200000, 16, 26, 10026, 100, 108560640, 5
93200000, 16, 26, 10023, 100, 108560640, 6
93200000, 16, 26, 10022, 100, 108560640, 5
93200000, 16, 26, 10021, 100, 108560640, 7
93300000, 16, 26, 10026, 100, 108560640, 7
93300000, 16, 26, 10024, 100, 108560640, 4
93500000, 16, 26, 10023, 100, 108560640, 7
93600000, 16, 26, 10025, 100, 108560640, 8
96000000, 111, 113, 10029, 100, 108560640, 1
96000000, 111, 113, 10024, 100, 108560640, 1
96100000, 111, 113, 10029, 100, 108560640, 2
96100000, 111, 113, 10024, 100, 108560640, 2
96200000, 111, 113, 10023, 100, 108560640, 2
96300000, 111, 113, 10028, 100, 108560640, 1
96300000, 111, 113, 10026, 100, 108560640, 1
96800000, 111, 113, 10025, 100, 108560640, 1
97000000, 111, 113, 10030, 100, 108560640, 1
97000000, 111, 113, 10029, 100, 108560640, 3
97100000, 111, 113, 10029, 100, 108560640, 5
97100000, 111, 113, 10026, 100, 108560640, 2
97200000, 111, 113, 10028, 100, 108560640, 2
97200000, 111, 113, 10025, 100, 108560640, 2
97300000, 111, 113, 10030, 100, 108560640, 2
97300000, 111, 113, 10024, 100, 108560640, 3
97400000, 111, 113, 10027, 100, 108560640, 2
97500000, 111, 113, 10030, 100, 108560640, 3
97500000, 111, 113, 10029, 100, 108560640, 6
97500000, 111, 113, 10025, 100, 108560640, 3
97700000, 82, 92, 10027, 100, 108560640, 1
97800000, 82, 92, 10026, 100, 108560640, 1
97800000, 82, 92, 10025, 100, 108560640, 1
97800000, 82, 92, 10024, 100, 108560640, 1
98100000, 111, 113, 10030, 100, 108560640, 4
98200000, 111, 113, 10028, 100, 108560640, 3
98200000, 111, 113, 10026, 100, 108560640, 3
98200000, 111, 113, 10024, 100, 108560640, 4
98300000, 111, 113, 10031, 100, 108560640, 1
98300000, 111, 113, 10029, 100, 108560640, 7
98400000, 111, 113, 10029, 100, 108560640, 12
98400000, 111, 113, 10028, 100, 108560640, 4
98400000, 111, 113, 10026, 100, 108560640, 4
98400000, 111, 113, 10023, 100, 108560640, 3
98500000, 111, 113, 10031, 100, 108560640, 3
98500000, 111, 113, 10030, 100, 108560640, 5
98500000, 111, 113, 10029, 100, 108560640, 13
98500000, 111, 113, 10028, 100, 108560640, 5
98500000, 111, 113, 10027, 100, 108560640, 3
98500000, 111, 113, 10025, 100, 108560640, 4
98500000, 111, 113, 10023, 100, 108560640, 4
98600000, 111, 113, 10028, 100, 108560640, 9
98600000, 111, 113, 10026, 100, 108560640, 5
98600000, 111, 113, 10025, 100, 108560640, 5
98600000, 111, 113, 10023, 100, 108560640, 5
98700000, 29, 39, 10025, 100, 108560640, 1
98700000, 111, 113, 10030, 100, 108560640, 7
98700000, 111, 113, 10029, 100, 108560640, 14
98700000, 111, 113, 10028, 100, 108560640, 13
98700000, 111, 113, 10025, 100, 108560640, 7
98700000, 111, 113, 10024, 100, 108560640, 8
98700000, 111, 113, 10023, 100, 108560640, 7
98800000, 111, 113, 10030, 100, 108560640, 9
98800000, 111, 113, 10029, 100, 108560640, 16
98800000, 111, 113, 10028, 100, 108560640, 15
98800000, 111, 113, 10027, 100, 108560640, 4
98800000, 111, 113, 10025, 100, 108560640, 8
98800000, 111, 113, 10024, 100, 108560640, 9
98800000, 111, 113, 10023, 100, 108560640, 9
98900000, 111, 113, 10029, 100, 108560640, 17
98900000, 111, 113, 10028, 100, 108560640, 18
98900000, 111, 113, 10026, 100, 108560640, 7
98900000, 111, 113, 10025, 100, 108560640, 12
98900000, 111, 113, 10024, 100, 108560640, 10
99000000, 82, 92, 10026, 100, 108560640, 2
99000000, 111, 113, 10030, 100, 108560640, 11
99000000, 111, 113, 10029, 100, 108560640, 20
99000000, 111, 113, 10027, 100, 108560640, 6
99000000, 111, 113, 10026, 100, 108560640, 8
99000000, 111, 113, 10025, 100, 108560640, 13
99000000, 111, 113, 10023, 100, 108560640, 11
99100000, 82, 92, 10024, 100, 108560640, 2
99100000, 111, 113, 10029, 100, 108560640, 21
99100000, 111, 113, 10028, 100, 108560640, 19
99100000, 111, 113, 10026, 100, 108560640, 9
99100000, 111, 113, 10025, 100, 108560640, 15
99100000, 111, 113, 10024, 100, 108560640, 12
99100000, 111, 113, 10023, 100, 108560640, 13
99200000, 82, 92, 10028, 100, 108560640, 1
99200000, 82, 92, 10026, 100, 108560640, 3
99200000, 82, 92, 10024, 100, 108560640, 3
99200000, 111, 113, 10029, 100, 108560640, 22
99200000, 111, 113, 10027, 100, 108560640, 7
99200000, 111, 113, 10025, 100, 108560640, 16
99200000, 111, 113, 10024, 100, 108560640, 14
99200000, 111, 113, 10023, 100, 108560640, 15
99300000, 82, 92, 10025, 100, 108560640, 2
99300000, 82, 92, 10024, 100, 108560640, 4
99300000, 111, 113, 10031, 100, 108560640, 4
99300000, 111, 113, 10030, 100, 108560640, 12
99300000, 111, 113, 10029, 100, 108560640, 24
99300000, 111, 113, 10026, 100, 108560640, 11
99300000, 111, 113, 10025, 100, 108560640, 18
99300000, 111, 113, 10023, 100, 108560640, 21
99400000, 82, 92, 10025, 100, 108560640, 3
99400000, 111, 113, 10030, 100, 108560640, 15
99400000, 111, 113, 10029, 100, 108560640, 25
99400000, 111, 113, 10028, 100, 108560640, 21
99400000, 111, 113, 10027, 100, 108560640, 9
99400000, 111, 113, 10026, 100, 108560640, 12
99400000, 111, 113, 10025, 100, 108560640, 20
99400000, 111, 113, 10024, 100, 108560640, 15
99400000, 111, 113, 10023, 100, 108560640, 23
99500000, 111, 113, 10030, 100, 108560640, 16
99500000, 111, 113, 10028, 100, 108560640, 23
99500000, 111, 113, 10026, 100, 108560640, 13
99500000, 111, 113, 10024, 100, 108560640, 16
99500000, 111, 113, 10023, 100, 108560640, 24
99600000, 82, 92, 10028, 100, 108560640, 2
99600000, 82, 92, 10027, 100, 108560640, 2
99600000, 111, 113, 10031, 100, 108560640, 5
99600000, 111, 113, 10030, 100, 108560640, 17
99600000, 111, 113, 10029, 100, 108560640, 26
99600000, 111, 113, 10028, 100, 108560640, 24
99600000, 111, 113, 10027, 100, 108560640, 11
99600000, 111, 113, 10026, 100, 108560640, 14
99600000, 111, 113, 10023, 100, 108560640, 25
99700000, 29, 39, 10026, 100, 108560640, 1
99700000, 82, 92, 10025, 100, 108560640, 4
99700000, 111, 113, 10025, 100, 108560640, 22
99700000, 111, 113, 10023, 100, 108560640, 27
99800000, 82, 92, 10028, 100, 108560640, 3
99800000, 82, 92, 10025, 100, 108560640, 5
99800000, 82, 92, 10024, 100, 108560640, 5
99800000, 111, 113, 10029, 100, 108560640, 27
99800000, 111, 113, 10027, 100, 108560640, 13
99800000, 111, 113, 10026, 100, 108560640, 16
99800000, 111, 113, 10024, 100, 108560640, 17
99900000, 82, 92, 10023, 100, 108560640, 1
99900000, 111, 113, 10030, 100, 108560640, 18
99900000, 111, 113, 10028, 100, 108560640, 25
99900000, 111, 113, 10027, 100, 108560640, 14
99900000, 111, 113, 10026, 100, 108560640, 18
99900000, 111, 113, 10025, 100, 108560640, 26
99900000, 111, 113, 10024, 100, 108560640, 19
99900000, 111, 113, 10023, 100, 108560640, 28
100000000, 111, 113, 10031, 100, 108560640, 6
100000000, 111, 113, 10030, 100, 108560640, 19
100000000, 111, 113, 10027, 100, 108560640, 15
100000000, 111, 113, 10024, 100, 108560640, 21
100000000, 111, 113, 10023, 100, 108560640, 29
100100000, 111, 113, 10030, 100, 108560640, 20
100100000, 111, 113, 10028, 100, 108560640, 26
100100000, 111, 113, 10025, 100, 108560640, 28
100100000, 111, 113, 10024, 100, 108560640, 22
100200000, 111, 113, 10031, 100, 108560640, 8
100200000, 111, 113, 10030, 100, 108560640, 22
100200000, 111, 113, 10029, 100, 108560640, 28
100200000, 111, 113, 10027, 100, 108560640, 17
100200000, 111, 113, 10026, 100, 108560640, 19
100200000, 111, 113, 10025, 100, 108560640, 29
100200000, 111, 113, 10023, 100, 108560640, 30
100300000, 111, 113, 10031, 100, 108560640, 9
100300000, 111, 113, 10030, 100, 108560640, 23
100300000, 111, 113, 10029, 100, 108560640, 29
100300000, 111, 113, 10028, 100, 108560640, 27
100300000, 111, 113, 10026, 100, 108560640, 21
100400000, 111, 113, 10031, 100, 108560640, 10
100400000, 111, 113, 10029, 100, 108560640, 31
100400000, 111, 113, 10028, 100, 108560640, 29
100400000, 111, 113, 10027, 100, 108560640, 18
100400000, 111, 113, 10026, 100, 108560640, 23
100400000, 111, 113, 10025, 100, 108560640, 30
100400000, 111, 113, 10024, 100, 108560640, 23
100500000, 111, 113, 10031, 100, 108560640, 11
100500000, 111, 113, 10030, 100, 108560640, 24
100500000, 111, 113, 10029, 100, 108560640, 32
100500000, 111, 113, 10028, 100, 108560640, 30
100500000, 111, 113, 10027, 100, 108560640, 20
100500000, 111, 113, 10025, 100, 108560640, 31
100600000, 111, 113, 10027, 100, 108560640, 21
100600000, 111, 113, 10026, 100, 108560640, 24
100600000, 111, 113, 10025, 100, 108560640, 33
100600000, 111, 113, 10024, 100, 108560640, 24
100700000, 111, 113, 10027, 100, 108560640, 22
100700000, 111, 113, 10023, 100, 108560640, 31
100800000, 111, 113, 10031, 100, 108560640, 13
100800000, 111, 113, 10030, 100, 108560640, 25
100800000, 111, 113, 10027, 100, 108560640, 25
100800000, 111, 113, 10024, 100, 108560640, 25
100800000, 111, 113, 10023, 100, 108560640, 32
100900000, 111, 113, 10029, 100, 108560640, 33
100900000, 111, 113, 10027, 100, 108560640, 26
100900000, 111, 113, 10026, 100, 108560640, 26
100900000, 111, 113, 10024, 100, 108560640, 26
100900000, 111, 113, 10023, 100, 108560640, 33
101000000, 111, 113, 10031, 100, 108560640, 14
101000000, 111, 113, 10029, 100, 108560640, 35
101000000, 111, 113, 10028, 100, 108560640, 32
101000000, 111, 113, 10027, 100, 108560640, 27
101000000, 111, 113, 10026, 100, 108560640, 27
101000000, 111, 113, 10025, 100, 108560640, 34
101100000, 111, 113, 10031, 100, 108560640, 15
101100000, 111, 113, 10030, 100, 108560640, 26
101100000, 111, 113, 10029, 100, 108560640, 37
101100000, 111, 113, 10028, 100, 108560640, 34
101100000, 111, 113, 10027, 100, 108560640, 30
101100000, 111, 113, 10023, 100, 108560640, 34
101200000, 29, 39, 10025, 100, 108560640, 2
101200000, 111, 113, 10024, 100, 108560640, 27
101400000, 29, 39, 10025, 100, 108560640, 3
101700000, 82, 92, 10027, 100, 108560640, 3
101800000, 82, 92, 10023, 100, 108560640, 2
101900000, 82, 92, 10024, 100, 108560640, 6
102000000, 82, 92, 10031, 100, 108560640, 1
102000000, 82, 92, 10030, 100, 108560640, 1
102000000, 82, 92, 10025, 100, 108560640, 6
102200000, 82, 92, 10025, 100, 108560640, 7
102200000, 89, 99, 10030, 100, 108560640, 1
102200000, 89, 99, 10029, 100, 108560640, 1
102200000, 89, 99, 10028, 100, 108560640, 1
102200000, 89, 99, 10026, 100, 108560640, 1
102300000, 82, 92, 10028, 100, 108560640, 4
102300000, 82, 92, 10024, 100, 108560640, 7
102400000, 114, 124, 10027, 100, 108560640, 1
102500000, 82, 92, 10030, 100, 108560640, 2
102600000, 82, 92, 10028, 100, 108560640, 6
102600000, 82, 92, 10027, 100, 108560640, 4
102600000, 82, 92, 10026, 100, 108560640, 4
102700000, 82, 92, 10031, 100, 108560640, 2
102700000, 82, 92, 10027, 100, 108560640, 5
102700000, 82, 92, 10024, 100, 108560640, 8
102800000, 24, 34, 10026, 100, 108560640, 1
102800000, 82, 92, 10030, 100, 108560640, 3
102800000, 82, 92, 10029, 100, 108560640, 1
102800000, 82, 92, 10028, 100, 108560640, 7
102800000, 82, 92, 10026, 100, 108560640, 6
102900000, 24, 34, 10027, 100, 108560640, 2
102900000, 24, 34, 10024, 100, 108560640, 1
102900000, 82, 92, 10031, 100, 108560640, 3
102900000, 82, 92, 10029, 100, 108560640, 2
102900000, 82, 92, 10027, 100, 108560640, 6
102900000, 82, 92, 10025, 100, 108560640, 8
102900000, 82, 92, 10024, 100, 108560640, 9
103000000, 24, 34, 10029, 100, 108560640, 1
103000000, 24, 34, 10028, 100, 108560640, 1
103000000, 82, 92, 10032, 100, 108560640, 1
103000000, 82, 92, 10031, 100, 108560640, 5
103000000, 82, 92, 10028, 100, 108560640, 8
103000000, 82, 92, 10027, 100, 108560640, 7
103000000, 82, 92, 10026, 100, 108560640, 7
103000000, 82, 92, 10024, 100, 108560640, 10
103000000, 89, 99, 10031, 100, 108560640, 1
103000000, 111, 113, 10029, 100, 108560640, 38
103100000, 24, 34, 10030, 100, 108560640, 1
103100000, 82, 92, 10031, 100, 108560640, 7
103100000, 82, 92, 10029, 100, 108560640, 3
103100000, 82, 92, 10028, 100, 108560640, 9
103100000, 111, 113, 10033, 100, 108560640, 1
103200000, 82, 92, 10031, 100, 108560640, 8
103200000, 82, 92, 10025, 100, 108560640, 9
103200000, 111, 113, 10032, 100, 108560640, 1
103300000, 55, 57, 10028, 100, 108560640, 1
103300000, 82, 92, 10029, 100, 108560640, 4
103400000, 55, 57, 10031, 100, 108560640, 1
103500000, 55, 57, 10032, 100, 108560640, 1
103500000, 55, 57, 10031, 100, 108560640, 2
103500000, 55, 57, 10030, 100, 108560640, 2
103500000, 55, 57, 10027, 100, 108560640, 1
104200000, 94, 96, 10025, 100, 108560640, 1
104300000, 94, 96, 10031, 100, 108560640, 1
104300000, 94, 96, 10030, 100, 108560640, 2
104300000, 94, 96, 10028, 100, 108560640, 1
104300000, 94, 96, 10027, 100, 108560640, 1
104300000, 111, 113, 10029, 100, 108560640, 39
104300000, 111, 113, 10028, 100, 108560640, 35
104400000, 24, 34, 10029, 100, 108560640, 2
104400000, 94, 96, 10033, 100, 108560640, 1
104400000, 94, 96, 10031, 100, 108560640, 2
104400000, 94, 96, 10025, 100, 108560640, 2
104400000, 111, 113, 10031, 100, 108560640, 16
104400000, 111, 113, 10029, 100, 108560640, 40
104400000, 120, 2, 10031, 100, 108560640, 1
104400000, 120, 2, 10029, 100, 108560640, 1
104400000, 120, 2, 10028, 100, 108560640, 1
104500000, 24, 34, 10030, 100, 108560640, 2
104500000, 24, 34, 10029, 100, 108560640, 5
104500000, 24, 34, 10026, 100, 108560640, 3
104500000, 55, 57, 10028, 100, 108560640, 2
104500000, 94, 96, 10031, 100, 108560640, 3
104500000, 94, 96, 10029, 100, 108560640, 1
104500000, 94, 96, 10026, 100, 108560640, 1
104500000, 111, 113, 10033, 100, 108560640, 2
104500000, 111, 113, 10031, 100, 108560640, 17
104500000, 111, 113, 10028, 100, 108560640, 37
104600000, 24, 34, 10030, 100, 108560640, 3
104600000, 24, 34, 10028, 100, 108560640, 2
104600000, 24, 34, 10026, 100, 108560640, 4
104600000, 24, 34, 10025, 100, 108560640, 1
104600000, 55, 57, 10032, 100, 108560640, 2
104600000, 55, 57, 10029, 100, 108560640, 1
104600000, 94, 96, 10030, 100, 108560640, 3
104600000, 94, 96, 10028, 100, 108560640, 2
104600000, 94, 96, 10027, 100, 108560640, 2
104600000, 111, 113, 10031, 100, 108560640, 18
104700000, 24, 34, 10029, 100, 108560640, 6
104700000, 24, 34, 10027, 100, 108560640, 3
104700000, 24, 34, 10026, 100, 108560640, 5
104700000, 24, 34, 10025, 100, 108560640, 3
104700000, 55, 57, 10033, 100, 108560640, 1
104700000, 111, 113, 10032, 100, 108560640, 2
104700000, 111, 113, 10030, 100, 108560640, 27
104700000, 111, 113, 10028, 100, 108560640, 38
104800000, 24, 34, 10029, 100, 108560640, 8
104800000, 24, 34, 10027, 100, 108560640, 5
104800000, 24, 34, 10026, 100, 108560640, 6
104800000, 55, 57, 10029, 100, 108560640, 2
104800000, 111, 113, 10030, 100, 108560640, 28
104800000, 111, 113, 10029, 100, 108560640, 41
104800000, 111, 113, 10028, 100, 108560640, 39
104900000, 24, 34, 10031, 100, 108560640, 2
104900000, 24, 34, 10028, 100, 108560640, 3
104900000, 24, 34, 10026, 100, 108560640, 8
104900000, 24, 34, 10024, 100, 108560640, 3
104900000, 94, 96, 10029, 100, 108560640, 2
104900000, 111, 113, 10033, 100, 108560640, 3
104900000, 111, 113, 10031, 100, 108560640, 19
104900000, 111, 113, 10029, 100, 108560640, 42
105000000, 24, 34, 10030, 100, 108560640, 5
105000000, 24, 34, 10028, 100, 108560640, 4
105000000, 24, 34, 10026, 100, 108560640, 9
105000000, 55, 57, 10033, 100, 108560640, 2
105000000, 55, 57, 10032, 100, 108560640, 5
105000000, 55, 57, 10027, 100, 108560640, 3
105000000, 94, 96, 10025, 100, 108560640, 3
105000000, 111, 113, 10033, 100, 108560640, 4
105100000, 24, 34, 10030, 100, 108560640, 6
105100000, 24, 34, 10029, 100, 108560640, 10
105100000, 24, 34, 10028, 100, 108560640, 5
105100000, 24, 34, 10026, 100, 108560640, 11
105100000, 24, 34, 10024, 100, 108560640, 8
105100000, 55, 57, 10032, 100, 108560640, 6
105100000, 55, 57, 10028, 100, 108560640, 3
105100000, 94, 96, 10028, 100, 108560640, 3
105100000, 111, 113, 10034, 100, 108560640, 1
105100000, 111, 113, 10029, 100, 108560640, 44
105200000, 24, 34, 10031, 100, 108560640, 4
105200000, 24, 34, 10030, 100, 108560640, 7
105200000, 24, 34, 10027, 100, 108560640, 7
105200000, 24, 34, 10026, 100, 108560640, 12
105200000, 24, 34, 10024, 100, 108560640, 9
105200000, 111, 113, 10031, 100, 108560640, 20
105200000, 111, 113, 10029, 100, 108560640, 45
105300000, 24, 34, 10029, 100, 108560640, 11
105300000, 24, 34, 10025, 100, 108560640, 4
105300000, 24, 34, 10024, 100, 108560640, 10
105400000, 24, 34, 10029, 100, 108560640, 12
105400000, 24, 34, 10028, 100, 108560640, 8
105400000, 24, 34, 10024, 100, 108560640, 11
105500000, 24, 34, 10030, 100, 108560640, 9
105500000, 24, 34, 10029, 100, 108560640, 14
105500000, 24, 34, 10027, 100, 108560640, 8
105500000, 24, 34, 10026, 100, 108560640, 14
105500000, 82, 92, 10032, 100, 108560640, 2
105500000, 94, 96, 10031, 100, 108560640, 4
105500000, 94, 96, 10030, 100, 108560640, 4
105500000, 94, 96, 10026, 100, 108560640, 2
105600000, 24, 34, 10030, 100, 108560640, 11
105600000, 24, 34, 10028, 100, 108560640, 9
105600000, 24, 34, 10024, 100, 108560640, 12
105600000, 94, 96, 10031, 100, 108560640, 5
105600000, 94, 96, 10027, 100, 108560640, 3
105700000, 82, 92, 10028, 100, 108560640, 10
105700000, 94, 96, 10031, 100, 108560640, 7
105700000, 94, 96, 10028, 100, 108560640, 4
105700000, 94, 96, 10027, 100, 108560640, 4
105700000, 94, 96, 10026, 100, 108560640, 4
105800000, 24, 34, 10029, 100, 108560640, 15
105800000, 24, 34, 10027, 100, 108560640, 11
105800000, 24, 34, 10024, 100, 108560640, 14
105800000, 82, 92, 10032, 100, 108560640, 3
105800000, 82, 92, 10028, 100, 108560640, 12
105800000, 94, 96, 10033, 100, 108560640, 2
105800000, 94, 96, 10032, 100, 108560640, 1
105800000, 94, 96, 10030, 100, 108560640, 5
105800000, 94, 96, 10029, 100, 108560640, 4
105800000, 94, 96, 10027, 100, 108560640, 5
105800000, 94, 96, 10026, 100, 108560640, 6
105800000, 94, 96, 10025, 100, 108560640, 4
105900000, 82, 92, 10032, 100, 108560640, 4
105900000, 82, 92, 10030, 100, 108560640, 4
105900000, 94, 96, 10033, 100, 108560640, 4
105900000, 94, 96, 10032, 100, 108560640, 2
106000000, 24, 34, 10027, 100, 108560640, 13
106000000, 24, 34, 10026, 100, 108560640, 15
106000000, 24, 34, 10024, 100, 108560640, 15
106000000, 82, 92, 10032, 100, 108560640, 5
106000000, 82, 92, 10031, 100, 108560640, 9
106000000, 82, 92, 10030, 100, 108560640, 5
106000000, 82, 92, 10029, 100, 108560640, 6
106000000, 82, 92, 10027, 100, 108560640, 8
106000000, 94, 96, 10033, 100, 108560640, 5
106000000, 94, 96, 10031, 100, 108560640, 8
106000000, 94, 96, 10029, 100, 108560640, 5
106000000, 94, 96, 10027, 100, 108560640, 6
106000000, 94, 96, 10026, 100, 108560640, 7
106100000, 24, 34, 10030, 100, 108560640, 12
106100000, 24, 34, 10024, 100, 108560640, 16
106100000, 82, 92, 10032, 100, 108560640, 6
106100000, 82, 92, 10031, 100, 108560640, 10
106100000, 82, 92, 10030, 100, 108560640, 7
106100000, 82, 92, 10028, 100, 108560640, 13
106100000, 82, 92, 10027, 100, 108560640, 9
106100000, 94, 96, 10032, 100, 108560640, 3
106100000, 94, 96, 10028, 100, 108560640, 5
106100000, 94, 96, 10026, 100, 108560640, 8
106200000, 82, 92, 10032, 100, 108560640, 7
106200000, 82, 92, 10031, 100, 108560640, 11
106200000, 82, 92, 10030, 100, 108560640, 8
106200000, 82, 92, 10029, 100, 108560640, 7
106200000, 82, 92, 10028, 100, 108560640, 14
