time, src, dst, sport, dport, size, cnp_number
115800000, 119, 121, 10029, 100, 108560640, 23
115900000, 60, 70, 10032, 100, 108560640, 22
115900000, 60, 70, 10030, 100, 108560640, 20
115900000, 60, 70, 10029, 100, 108560640, 15
115900000, 60, 70, 10028, 100, 108560640, 29
115900000, 60, 70, 10027, 100, 108560640, 17
115900000, 119, 121, 10036, 100, 108560640, 13
115900000, 119, 121, 10033, 100, 108560640, 33
115900000, 119, 121, 10031, 100, 108560640, 30
115900000, 119, 121, 10030, 100, 108560640, 29
115900000, 119, 121, 10029, 100, 108560640, 24
115900000, 119, 121, 10028, 100, 108560640, 28
116000000, 60, 70, 10032, 100, 108560640, 23
116000000, 60, 70, 10031, 100, 108560640, 28
116000000, 60, 70, 10029, 100, 108560640, 16
116000000, 119, 121, 10036, 100, 108560640, 14
116000000, 119, 121, 10035, 100, 108560640, 12
116000000, 119, 121, 10031, 100, 108560640, 31
116000000, 119, 121, 10029, 100, 108560640, 25
116100000, 60, 70, 10033, 100, 108560640, 17
116100000, 60, 70, 10031, 100, 108560640, 29
116100000, 60, 70, 10030, 100, 108560640, 21
116100000, 60, 70, 10029, 100, 108560640, 17
116100000, 119, 121, 10038, 100, 108560640, 4
116100000, 119, 121, 10037, 100, 108560640, 11
116100000, 119, 121, 10034, 100, 108560640, 15
116100000, 119, 121, 10033, 100, 108560640, 34
116100000, 119, 121, 10031, 100, 108560640, 32
116100000, 119, 121, 10030, 100, 108560640, 31
116100000, 119, 121, 10028, 100, 108560640, 30
116200000, 60, 70, 10034, 100, 108560640, 15
116200000, 60, 70, 10032, 100, 108560640, 24
116200000, 60, 70, 10030, 100, 108560640, 22
116200000, 60, 70, 10028, 100, 108560640, 31
116200000, 66, 76, 10033, 100, 108560640, 1
116200000, 119, 121, 10037, 100, 108560640, 12
116200000, 119, 121, 10034, 100, 108560640, 16
116200000, 119, 121, 10028, 100, 108560640, 33
116300000, 60, 70, 10029, 100, 108560640, 20
116300000, 119, 121, 10038, 100, 108560640, 5
116300000, 119, 121, 10037, 100, 108560640, 13
116300000, 119, 121, 10035, 100, 108560640, 13
116300000, 119, 121, 10034, 100, 108560640, 17
116300000, 119, 121, 10033, 100, 108560640, 35
116300000, 119, 121, 10030, 100, 108560640, 32
116300000, 119, 121, 10029, 100, 108560640, 27
116300000, 119, 121, 10028, 100, 108560640, 35
116400000, 60, 70, 10031, 100, 108560640, 30
116400000, 60, 70, 10030, 100, 108560640, 23
116400000, 60, 70, 10028, 100, 108560640, 32
116400000, 119, 121, 10034, 100, 108560640, 18
116400000, 119, 121, 10032, 100, 108560640, 20
116500000, 60, 70, 10033, 100, 108560640, 18
116500000, 60, 70, 10031, 100, 108560640, 31
116500000, 60, 70, 10030, 100, 108560640, 24
116500000, 119, 121, 10036, 100, 108560640, 15
116500000, 119, 121, 10035, 100, 108560640, 14
116500000, 119, 121, 10033, 100, 108560640, 37
116500000, 119, 121, 10032, 100, 108560640, 21
116500000, 119, 121, 10029, 100, 108560640, 30
116600000, 60, 70, 10032, 100, 108560640, 25
116600000, 119, 121, 10032, 100, 108560640, 22
116600000, 119, 121, 10030, 100, 108560640, 33
116600000, 119, 121, 10028, 100, 108560640, 36
116700000, 60, 70, 10032, 100, 108560640, 26
116700000, 60, 70, 10028, 100, 108560640, 33
116700000, 119, 121, 10037, 100, 108560640, 14
116700000, 119, 121, 10034, 100, 108560640, 19
116700000, 119, 121, 10033, 100, 108560640, 38
116700000, 119, 121, 10032, 100, 108560640, 23
116700000, 119, 121, 10031, 100, 108560640, 33
116700000, 119, 121, 10030, 100, 108560640, 36
116700000, 119, 121, 10028, 100, 108560640, 37
116800000, 60, 70, 10033, 100, 108560640, 19
116800000, 60, 70, 10028, 100, 108560640, 34
116800000, 119, 121, 10036, 100, 108560640, 16
116800000, 119, 121, 10033, 100, 108560640, 39
116800000, 119, 121, 10030, 100, 108560640, 37
116800000, 119, 121, 10028, 100, 108560640, 38
116900000, 60, 70, 10033, 100, 108560640, 20
116900000, 119, 121, 10038, 100, 108560640, 6
116900000, 119, 121, 10037, 100, 108560640, 16
116900000, 119, 121, 10033, 100, 108560640, 40
116900000, 119, 121, 10032, 100, 108560640, 25
116900000, 119, 121, 10028, 100, 108560640, 40
117000000, 60, 70, 10032, 100, 108560640, 27
117000000, 60, 70, 10031, 100, 108560640, 33
117000000, 60, 70, 10030, 100, 108560640, 25
117000000, 60, 70, 10029, 100, 108560640, 21
117000000, 60, 70, 10028, 100, 108560640, 35
117000000, 119, 121, 10036, 100, 108560640, 18
117100000, 60, 70, 10032, 100, 108560640, 28
117100000, 60, 70, 10031, 100, 108560640, 34
117100000, 119, 121, 10038, 100, 108560640, 7
117100000, 119, 121, 10037, 100, 108560640, 17
117100000, 119, 121, 10036, 100, 108560640, 19
117100000, 119, 121, 10033, 100, 108560640, 42
117500000, 60, 70, 10029, 100, 108560640, 22
117600000, 60, 70, 10027, 100, 108560640, 18
117600000, 95, 97, 10032, 100, 108560640, 1
117600000, 95, 97, 10030, 100, 108560640, 1
117700000, 60, 70, 10032, 100, 108560640, 30
117700000, 60, 70, 10031, 100, 108560640, 35
117800000, 60, 70, 10032, 100, 108560640, 31
117900000, 60, 70, 10032, 100, 108560640, 32
117900000, 60, 70, 10027, 100, 108560640, 19
117900000, 102, 104, 10035, 100, 108560640, 1
117900000, 102, 104, 10034, 100, 108560640, 1
118000000, 60, 70, 10028, 100, 108560640, 36
118000000, 60, 70, 10027, 100, 108560640, 20
118000000, 102, 104, 10035, 100, 108560640, 2
118000000, 102, 104, 10034, 100, 108560640, 2
118000000, 102, 104, 10033, 100, 108560640, 1
118000000, 102, 104, 10030, 100, 108560640, 1
118200000, 60, 70, 10027, 100, 108560640, 21
118300000, 60, 70, 10034, 100, 108560640, 16
118600000, 54, 56, 10035, 100, 108560640, 1
118600000, 54, 56, 10034, 100, 108560640, 1
118600000, 54, 56, 10032, 100, 108560640, 1
118700000, 60, 70, 10033, 100, 108560640, 21
118900000, 9, 19, 10039, 100, 108560640, 1
118900000, 9, 19, 10035, 100, 108560640, 2
118900000, 60, 70, 10034, 100, 108560640, 17
118900000, 95, 97, 10034, 100, 108560640, 1
118900000, 95, 97, 10031, 100, 108560640, 1
118900000, 95, 97, 10030, 100, 108560640, 2
119000000, 54, 56, 10033, 100, 108560640, 1
119000000, 60, 70, 10031, 100, 108560640, 36
119000000, 60, 70, 10029, 100, 108560640, 23
119100000, 60, 70, 10030, 100, 108560640, 27
119100000, 96, 106, 10038, 100, 108560640, 1
119100000, 96, 106, 10036, 100, 108560640, 1
119100000, 96, 106, 10035, 100, 108560640, 1
119200000, 96, 106, 10034, 100, 108560640, 1
119400000, 102, 104, 10032, 100, 108560640, 1
119500000, 102, 104, 10037, 100, 108560640, 2
119500000, 102, 104, 10035, 100, 108560640, 3
119500000, 102, 104, 10033, 100, 108560640, 2
119600000, 102, 104, 10036, 100, 108560640, 1
119600000, 102, 104, 10033, 100, 108560640, 4
119600000, 102, 104, 10031, 100, 108560640, 1
119700000, 54, 56, 10032, 100, 108560640, 2
119700000, 102, 104, 10036, 100, 108560640, 2
119700000, 102, 104, 10033, 100, 108560640, 5
119700000, 102, 104, 10030, 100, 108560640, 4
119800000, 54, 56, 10031, 100, 108560640, 1
119800000, 102, 104, 10036, 100, 108560640, 3
119900000, 102, 104, 10035, 100, 108560640, 4
119900000, 102, 104, 10031, 100, 108560640, 2
120000000, 54, 56, 10034, 100, 108560640, 2
120000000, 54, 56, 10031, 100, 108560640, 2
120000000, 91, 101, 10037, 100, 108560640, 1
120000000, 91, 101, 10035, 100, 108560640, 1
120000000, 102, 104, 10037, 100, 108560640, 3
120000000, 102, 104, 10034, 100, 108560640, 3
120000000, 102, 104, 10030, 100, 108560640, 6
120100000, 102, 104, 10036, 100, 108560640, 4
120100000, 102, 104, 10034, 100, 108560640, 4
120100000, 102, 104, 10032, 100, 108560640, 2
120200000, 102, 104, 10037, 100, 108560640, 4
120200000, 102, 104, 10034, 100, 108560640, 5
120200000, 102, 104, 10030, 100, 108560640, 7
120300000, 54, 56, 10032, 100, 108560640, 3
120300000, 54, 56, 10030, 100, 108560640, 1
120300000, 102, 104, 10034, 100, 108560640, 6
120400000, 102, 104, 10035, 100, 108560640, 5
120500000, 102, 104, 10035, 100, 108560640, 6
120500000, 102, 104, 10034, 100, 108560640, 7
120500000, 102, 104, 10030, 100, 108560640, 9
120600000, 102, 104, 10032, 100, 108560640, 3
120800000, 102, 104, 10030, 100, 108560640, 10
120900000, 95, 97, 10033, 100, 108560640, 1
120900000, 95, 97, 10031, 100, 108560640, 2
121000000, 64, 74, 10033, 100, 108560640, 1
121000000, 64, 74, 10028, 100, 108560640, 2
121000000, 102, 104, 10032, 100, 108560640, 4
121000000, 102, 104, 10031, 100, 108560640, 4
121000000, 102, 104, 10030, 100, 108560640, 12
121100000, 102, 104, 10032, 100, 108560640, 5
121200000, 9, 19, 10037, 100, 108560640, 1
121200000, 54, 56, 10035, 100, 108560640, 2
121200000, 54, 56, 10034, 100, 108560640, 3
121200000, 54, 56, 10033, 100, 108560640, 2
121200000, 64, 74, 10034, 100, 108560640, 1
121200000, 64, 74, 10033, 100, 108560640, 2
121200000, 64, 74, 10030, 100, 108560640, 2
121200000, 102, 104, 10034, 100, 108560640, 10
121200000, 102, 104, 10030, 100, 108560640, 13
121300000, 9, 19, 10039, 100, 108560640, 2
121300000, 54, 56, 10033, 100, 108560640, 3
121300000, 54, 56, 10032, 100, 108560640, 4
121300000, 54, 56, 10031, 100, 108560640, 3
121300000, 54, 56, 10030, 100, 108560640, 2
121300000, 64, 74, 10031, 100, 108560640, 1
121300000, 64, 74, 10027, 100, 108560640, 1
121300000, 102, 104, 10037, 100, 108560640, 5
121300000, 102, 104, 10035, 100, 108560640, 8
121300000, 102, 104, 10034, 100, 108560640, 11
121300000, 102, 104, 10033, 100, 108560640, 6
121300000, 102, 104, 10031, 100, 108560640, 7
121300000, 102, 104, 10030, 100, 108560640, 14
121400000, 54, 56, 10033, 100, 108560640, 4
121400000, 64, 74, 10034, 100, 108560640, 2
121400000, 102, 104, 10037, 100, 108560640, 6
121400000, 102, 104, 10034, 100, 108560640, 12
121400000, 102, 104, 10033, 100, 108560640, 7
121400000, 102, 104, 10032, 100, 108560640, 7
121400000, 102, 104, 10031, 100, 108560640, 8
121500000, 54, 56, 10035, 100, 108560640, 3
121500000, 54, 56, 10031, 100, 108560640, 4
121500000, 102, 104, 10037, 100, 108560640, 7
121500000, 102, 104, 10035, 100, 108560640, 9
121500000, 102, 104, 10034, 100, 108560640, 14
121500000, 102, 104, 10033, 100, 108560640, 8
121500000, 102, 104, 10031, 100, 108560640, 11
121600000, 54, 56, 10031, 100, 108560640, 5
121600000, 102, 104, 10037, 100, 108560640, 8
121600000, 102, 104, 10036, 100, 108560640, 5
121600000, 102, 104, 10035, 100, 108560640, 12
121600000, 102, 104, 10034, 100, 108560640, 15
121600000, 102, 104, 10032, 100, 108560640, 8
121600000, 102, 104, 10031, 100, 108560640, 12
121600000, 102, 104, 10030, 100, 108560640, 15
121700000, 54, 56, 10033, 100, 108560640, 5
121700000, 54, 56, 10031, 100, 108560640, 6
121700000, 54, 56, 10030, 100, 108560640, 3
121700000, 64, 74, 10034, 100, 108560640, 3
121700000, 102, 104, 10037, 100, 108560640, 11
121700000, 102, 104, 10036, 100, 108560640, 6
121700000, 102, 104, 10035, 100, 108560640, 13
121700000, 102, 104, 10034, 100, 108560640, 18
121700000, 102, 104, 10033, 100, 108560640, 9
121700000, 102, 104, 10031, 100, 108560640, 15
121700000, 102, 104, 10030, 100, 108560640, 17
121800000, 54, 56, 10034, 100, 108560640, 4
121800000, 54, 56, 10033, 100, 108560640, 6
121800000, 64, 74, 10028, 100, 108560640, 3
121800000, 102, 104, 10037, 100, 108560640, 12
121800000, 102, 104, 10036, 100, 108560640, 8
121800000, 102, 104, 10035, 100, 108560640, 14
121800000, 102, 104, 10034, 100, 108560640, 20
121800000, 102, 104, 10033, 100, 108560640, 11
121800000, 102, 104, 10032, 100, 108560640, 9
121800000, 102, 104, 10031, 100, 108560640, 17
121800000, 102, 104, 10030, 100, 108560640, 18
121900000, 54, 56, 10035, 100, 108560640, 4
121900000, 54, 56, 10034, 100, 108560640, 6
121900000, 54, 56, 10033, 100, 108560640, 7
121900000, 102, 104, 10036, 100, 108560640, 11
121900000, 102, 104, 10035, 100, 108560640, 15
121900000, 102, 104, 10034, 100, 108560640, 21
121900000, 102, 104, 10033, 100, 108560640, 13
121900000, 102, 104, 10030, 100, 108560640, 20
122000000, 54, 56, 10035, 100, 108560640, 6
122000000, 54, 56, 10033, 100, 108560640, 8
122000000, 54, 56, 10032, 100, 108560640, 5
122000000, 95, 97, 10034, 100, 108560640, 2
122000000, 102, 104, 10037, 100, 108560640, 13
122000000, 102, 104, 10036, 100, 108560640, 12
122000000, 102, 104, 10035, 100, 108560640, 16
122000000, 102, 104, 10034, 100, 108560640, 23
122000000, 102, 104, 10033, 100, 108560640, 14
122000000, 102, 104, 10032, 100, 108560640, 10
122000000, 102, 104, 10031, 100, 108560640, 18
122000000, 102, 104, 10030, 100, 108560640, 21
122100000, 54, 56, 10031, 100, 108560640, 9
122100000, 95, 97, 10031, 100, 108560640, 3
122100000, 102, 104, 10037, 100, 108560640, 17
122100000, 102, 104, 10036, 100, 108560640, 13
122100000, 102, 104, 10035, 100, 108560640, 17
122100000, 102, 104, 10033, 100, 108560640, 16
122100000, 102, 104, 10031, 100, 108560640, 19
122100000, 102, 104, 10030, 100, 108560640, 23
122200000, 54, 56, 10035, 100, 108560640, 8
122200000, 54, 56, 10034, 100, 108560640, 8
122200000, 54, 56, 10031, 100, 108560640, 10
122200000, 95, 97, 10032, 100, 108560640, 2
122200000, 95, 97, 10030, 100, 108560640, 3
122200000, 102, 104, 10036, 100, 108560640, 14
122200000, 102, 104, 10034, 100, 108560640, 24
122200000, 102, 104, 10033, 100, 108560640, 17
122200000, 102, 104, 10031, 100, 108560640, 20
122300000, 54, 56, 10035, 100, 108560640, 9
122300000, 54, 56, 10034, 100, 108560640, 9
122300000, 54, 56, 10032, 100, 108560640, 7
122300000, 54, 56, 10030, 100, 108560640, 4
122300000, 95, 97, 10035, 100, 108560640, 1
122300000, 102, 104, 10037, 100, 108560640, 19
122300000, 102, 104, 10036, 100, 108560640, 16
122300000, 102, 104, 10035, 100, 108560640, 20
122300000, 102, 104, 10033, 100, 108560640, 20
122300000, 102, 104, 10030, 100, 108560640, 24
122400000, 54, 56, 10033, 100, 108560640, 9
122400000, 54, 56, 10032, 100, 108560640, 8
122400000, 102, 104, 10035, 100, 108560640, 21
122400000, 102, 104, 10034, 100, 108560640, 25
122400000, 102, 104, 10032, 100, 108560640, 11
122400000, 102, 104, 10031, 100, 108560640, 21
122400000, 102, 104, 10030, 100, 108560640, 25
122500000, 54, 56, 10035, 100, 108560640, 10
122500000, 102, 104, 10037, 100, 108560640, 20
122500000, 102, 104, 10036, 100, 108560640, 17
122500000, 102, 104, 10035, 100, 108560640, 22
122500000, 102, 104, 10030, 100, 108560640, 26
122600000, 54, 56, 10035, 100, 108560640, 11
122600000, 54, 56, 10034, 100, 108560640, 10
122600000, 54, 56, 10033, 100, 108560640, 10
122600000, 54, 56, 10032, 100, 108560640, 9
122600000, 54, 56, 10031, 100, 108560640, 11
122600000, 102, 104, 10033, 100, 108560640, 21
122600000, 102, 104, 10031, 100, 108560640, 23
122600000, 102, 104, 10030, 100, 108560640, 27
122700000, 54, 56, 10035, 100, 108560640, 12
122700000, 54, 56, 10034, 100, 108560640, 11
122700000, 54, 56, 10033, 100, 108560640, 11
122700000, 54, 56, 10031, 100, 108560640, 12
122700000, 102, 104, 10037, 100, 108560640, 21
122700000, 102, 104, 10035, 100, 108560640, 23
122700000, 102, 104, 10033, 100, 108560640, 22
122700000, 102, 104, 10032, 100, 108560640, 12
122700000, 102, 104, 10031, 100, 108560640, 24
122700000, 102, 104, 10030, 100, 108560640, 28
122800000, 54, 56, 10035, 100, 108560640, 13
122800000, 54, 56, 10034, 100, 108560640, 12
122800000, 102, 104, 10037, 100, 108560640, 22
122800000, 102, 104, 10036, 100, 108560640, 18
122800000, 102, 104, 10035, 100, 108560640, 24
122800000, 102, 104, 10034, 100, 108560640, 27
122800000, 102, 104, 10032, 100, 108560640, 13
122800000, 102, 104, 10031, 100, 108560640, 25
122900000, 54, 56, 10034, 100, 108560640, 13
122900000, 54, 56, 10030, 100, 108560640, 6
122900000, 64, 74, 10032, 100, 108560640, 1
122900000, 102, 104, 10037, 100, 108560640, 23
122900000, 102, 104, 10035, 100, 108560640, 26
122900000, 102, 104, 10034, 100, 108560640, 29
122900000, 102, 104, 10033, 100, 108560640, 23
122900000, 102, 104, 10032, 100, 108560640, 14
122900000, 102, 104, 10031, 100, 108560640, 26
122900000, 102, 104, 10030, 100, 108560640, 30
123000000, 54, 56, 10035, 100, 108560640, 14
123000000, 64, 74, 10032, 100, 108560640, 2
123000000, 64, 74, 10029, 100, 108560640, 1
123000000, 102, 104, 10037, 100, 108560640, 24
123000000, 102, 104, 10036, 100, 108560640, 19
123000000, 102, 104, 10035, 100, 108560640, 28
123000000, 102, 104, 10034, 100, 108560640, 31
123000000, 102, 104, 10033, 100, 108560640, 24
123100000, 54, 56, 10035, 100, 108560640, 15
123100000, 54, 56, 10034, 100, 108560640, 14
123100000, 54, 56, 10033, 100, 108560640, 12
123100000, 54, 56, 10031, 100, 108560640, 13
123100000, 54, 56, 10030, 100, 108560640, 8
123100000, 64, 74, 10035, 100, 108560640, 1
123100000, 64, 74, 10031, 100, 108560640, 2
123100000, 64, 74, 10030, 100, 108560640, 3
123100000, 102, 104, 10037, 100, 108560640, 25
123100000, 102, 104, 10035, 100, 108560640, 30
123100000, 102, 104, 10034, 100, 108560640, 32
123100000, 102, 104, 10033, 100, 108560640, 25
123100000, 102, 104, 10032, 100, 108560640, 15
123100000, 102, 104, 10031, 100, 108560640, 27
123200000, 54, 56, 10032, 100, 108560640, 10
123200000, 54, 56, 10030, 100, 108560640, 9
123200000, 64, 74, 10032, 100, 108560640, 3
123200000, 102, 104, 10035, 100, 108560640, 31
123200000, 102, 104, 10032, 100, 108560640, 16
123200000, 102, 104, 10031, 100, 108560640, 28
123300000, 54, 56, 10034, 100, 108560640, 15
123300000, 54, 56, 10031, 100, 108560640, 14
123300000, 54, 56, 10030, 100, 108560640, 11
123300000, 102, 104, 10036, 100, 108560640, 20
123300000, 102, 104, 10034, 100, 108560640, 33
123300000, 102, 104, 10033, 100, 108560640, 26
123300000, 102, 104, 10032, 100, 108560640, 17
123300000, 102, 104, 10031, 100, 108560640, 29
123300000, 102, 104, 10030, 100, 108560640, 31
123400000, 54, 56, 10033, 100, 108560640, 13
123400000, 64, 74, 10033, 100, 108560640, 3
123400000, 102, 104, 10035, 100, 108560640, 32
123400000, 102, 104, 10033, 100, 108560640, 27
123400000, 102, 104, 10032, 100, 108560640, 18
123400000, 102, 104, 10030, 100, 108560640, 33
123500000, 102, 104, 10037, 100, 108560640, 26
123500000, 102, 104, 10035, 100, 108560640, 34
123500000, 102, 104, 10030, 100, 108560640, 35
123600000, 54, 56, 10032, 100, 108560640, 11
123600000, 64, 74, 10032, 100, 108560640, 4
123600000, 64, 74, 10031, 100, 108560640, 3
123600000, 64, 74, 10029, 100, 108560640, 3
123600000, 102, 104, 10037, 100, 108560640, 27
123600000, 102, 104, 10034, 100, 108560640, 35
123700000, 54, 56, 10035, 100, 108560640, 16
123700000, 64, 74, 10034, 100, 108560640, 5
123700000, 64, 74, 10032, 100, 108560640, 5
123700000, 64, 74, 10030, 100, 108560640, 4
123700000, 102, 104, 10035, 100, 108560640, 35
123700000, 102, 104, 10034, 100, 108560640, 36
123700000, 102, 104, 10033, 100, 108560640, 28
123800000, 64, 74, 10030, 100, 108560640, 5
123800000, 102, 104, 10034, 100, 108560640, 37
123800000, 102, 104, 10033, 100, 108560640, 29
123800000, 102, 104, 10030, 100, 108560640, 36
123900000, 102, 104, 10035, 100, 108560640, 36
123900000, 102, 104, 10034, 100, 108560640, 40
123900000, 102, 104, 10033, 100, 108560640, 31
123900000, 102, 104, 10031, 100, 108560640, 30
124000000, 54, 56, 10032, 100, 108560640, 12
124000000, 64, 74, 10031, 100, 108560640, 4
124000000, 64, 74, 10030, 100, 108560640, 6
124000000, 102, 104, 10036, 100, 108560640, 21
124000000, 102, 104, 10035, 100, 108560640, 37
124000000, 102, 104, 10031, 100, 108560640, 31
124000000, 102, 104, 10030, 100, 108560640, 37
124100000, 54, 56, 10037, 100, 108560640, 1
124100000, 54, 56, 10036, 100, 108560640, 1
124100000, 64, 74, 10034, 100, 108560640, 6
124100000, 64, 74, 10030, 100, 108560640, 8
124100000, 102, 104, 10037, 100, 108560640, 28
124100000, 102, 104, 10035, 100, 108560640, 38
124200000, 64, 74, 10035, 100, 108560640, 2
124200000, 64, 74, 10033, 100, 108560640, 4
124200000, 64, 74, 10030, 100, 108560640, 9
124200000, 64, 74, 10029, 100, 108560640, 4
124200000, 102, 104, 10035, 100, 108560640, 39
124300000, 64, 74, 10035, 100, 108560640, 3
124300000, 64, 74, 10033, 100, 108560640, 5
124300000, 64, 74, 10031, 100, 108560640, 7
124300000, 64, 74, 10030, 100, 108560640, 10
124300000, 64, 74, 10029, 100, 108560640, 5
124400000, 64, 74, 10033, 100, 108560640, 6
124400000, 64, 74, 10032, 100, 108560640, 6
124400000, 64, 74, 10031, 100, 108560640, 10
124400000, 64, 74, 10030, 100, 108560640, 11
124400000, 64, 74, 10029, 100, 108560640, 6
124400000, 102, 104, 10033, 100, 108560640, 32
124500000, 54, 56, 10033, 100, 108560640, 14
124500000, 64, 74, 10035, 100, 108560640, 5
124500000, 64, 74, 10033, 100, 108560640, 7
124500000, 64, 74, 10030, 100, 108560640, 12
124500000, 102, 104, 10031, 100, 108560640, 32
124500000, 102, 104, 10030, 100, 108560640, 38
124600000, 64, 74, 10033, 100, 108560640, 9
124600000, 64, 74, 10029, 100, 108560640, 7
124600000, 102, 104, 10036, 100, 108560640, 23
124700000, 64, 74, 10034, 100, 108560640, 7
124700000, 64, 74, 10030, 100, 108560640, 13
124800000, 64, 74, 10035, 100, 108560640, 6
124800000, 64, 74, 10029, 100, 108560640, 8
124800000, 102, 104, 10036, 100, 108560640, 24
124800000, 102, 104, 10033, 100, 108560640, 33
124800000, 102, 104, 10031, 100, 108560640, 33
124800000, 102, 104, 10030, 100, 108560640, 40
124900000, 64, 74, 10034, 100, 108560640, 10
124900000, 64, 74, 10031, 100, 108560640, 11
124900000, 102, 104, 10037, 100, 108560640, 29
125000000, 64, 74, 10035, 100, 108560640, 7
125000000, 64, 74, 10029, 100, 108560640, 9
125000000, 102, 104, 10036, 100, 108560640, 25
125000000, 102, 104, 10030, 100, 108560640, 41
125100000, 64, 74, 10034, 100, 108560640, 11
125100000, 64, 74, 10033, 100, 108560640, 10
125100000, 102, 104, 10037, 100, 108560640, 30
125100000, 102, 104, 10036, 100, 108560640, 27
125200000, 102, 104, 10032, 100, 108560640, 19
125200000, 102, 104, 10031, 100, 108560640, 35
125300000, 54, 56, 10038, 100, 108560640, 1
125300000, 64, 74, 10034, 100, 108560640, 12
125300000, 64, 74, 10031, 100, 108560640, 12
125300000, 64, 74, 10029, 100, 108560640, 10
125400000, 64, 74, 10030, 100, 108560640, 14
125400000, 102, 104, 10035, 100, 108560640, 40
125400000, 102, 104, 10034, 100, 108560640, 41
125500000, 64, 74, 10032, 100, 108560640, 7
125500000, 64, 74, 10031, 100, 108560640, 13
125500000, 64, 74, 10029, 100, 108560640, 11
125600000, 64, 74, 10033, 100, 108560640, 11
125600000, 64, 74, 10032, 100, 108560640, 8
125600000, 64, 74, 10031, 100, 108560640, 14
125600000, 64, 74, 10030, 100, 108560640, 15
125600000, 64, 74, 10029, 100, 108560640, 12
125600000, 102, 104, 10034, 100, 108560640, 42
125600000, 102, 104, 10030, 100, 108560640, 42
125700000, 64, 74, 10034, 100, 108560640, 13
125700000, 64, 74, 10031, 100, 108560640, 16
125700000, 102, 104, 10035, 100, 108560640, 41
125700000, 102, 104, 10031, 100, 108560640, 36
125800000, 64, 74, 10034, 100, 108560640, 16
125800000, 64, 74, 10033, 100, 108560640, 12
125800000, 64, 74, 10032, 100, 108560640, 9
125800000, 102, 104, 10036, 100, 108560640, 28
125800000, 102, 104, 10031, 100, 108560640, 37
125900000, 64, 74, 10034, 100, 108560640, 17
125900000, 64, 74, 10033, 100, 108560640, 16
125900000, 64, 74, 10032, 100, 108560640, 10
125900000, 64, 74, 10030, 100, 108560640, 16
125900000, 102, 104, 10037, 100, 108560640, 31
125900000, 102, 104, 10032, 100, 108560640, 20
126000000, 94, 96, 10039, 100, 108560640, 1
126000000, 94, 96, 10037, 100, 108560640, 1
126000000, 94, 96, 10036, 100, 108560640, 1
126000000, 94, 96, 10034, 100, 108560640, 1
126100000, 64, 74, 10035, 100, 108560640, 8
126100000, 64, 74, 10034, 100, 108560640, 19
126100000, 64, 74, 10033, 100, 108560640, 18
126100000, 64, 74, 10032, 100, 108560640, 12
126100000, 94, 96, 10038, 100, 108560640, 1
126100000, 94, 96, 10037, 100, 108560640, 2
126100000, 94, 96, 10035, 100, 108560640, 1
126100000, 102, 104, 10036, 100, 108560640, 29
126100000, 102, 104, 10032, 100, 108560640, 21
126200000, 64, 74, 10034, 100, 108560640, 20
126200000, 64, 74, 10033, 100, 108560640, 20
126200000, 64, 74, 10032, 100, 108560640, 14
126200000, 64, 74, 10031, 100, 108560640, 17
126200000, 64, 74, 10030, 100, 108560640, 17
126200000, 64, 74, 10029, 100, 108560640, 13
126200000, 94, 96, 10041, 100, 108560640, 1
126200000, 94, 96, 10040, 100, 108560640, 1
126200000, 94, 96, 10035, 100, 108560640, 2
126200000, 102, 104, 10032, 100, 108560640, 22
126300000, 64, 74, 10034, 100, 108560640, 21
126300000, 64, 74, 10033, 100, 108560640, 23
126300000, 64, 74, 10029, 100, 108560640, 14
126400000, 64, 74, 10035, 100, 108560640, 10
126400000, 64, 74, 10034, 100, 108560640, 22
126400000, 64, 74, 10033, 100, 108560640, 24
126400000, 64, 74, 10031, 100, 108560640, 18
126400000, 64, 74, 10029, 100, 108560640, 15
126400000, 102, 104, 10037, 100, 108560640, 32
126400000, 102, 104, 10033, 100, 108560640, 34
126400000, 102, 104, 10032, 100, 108560640, 23
126500000, 64, 74, 10035, 100, 108560640, 11
126500000, 64, 74, 10032, 100, 108560640, 15
126500000, 64, 74, 10031, 100, 108560640, 19
126600000, 64, 74, 10035, 100, 108560640, 14
126600000, 64, 74, 10034, 100, 108560640, 25
126600000, 64, 74, 10033, 100, 108560640, 25
126600000, 64, 74, 10032, 100, 108560640, 17
126600000, 64, 74, 10031, 100, 108560640, 20
126600000, 64, 74, 10030, 100, 108560640, 18
126600000, 64, 74, 10029, 100, 108560640, 17
126700000, 64, 74, 10035, 100, 108560640, 15
126700000, 64, 74, 10033, 100, 108560640, 27
126700000, 64, 74, 10032, 100, 108560640, 18
126700000, 64, 74, 10030, 100, 108560640, 19
126800000, 64, 74, 10035, 100, 108560640, 16
126800000, 64, 74, 10034, 100, 108560640, 26
126800000, 64, 74, 10031, 100, 108560640, 21
126900000, 64, 74, 10034, 100, 108560640, 27
126900000, 64, 74, 10033, 100, 108560640, 29
126900000, 64, 74, 10031, 100, 108560640, 22
126900000, 64, 74, 10030, 100, 108560640, 21
127000000, 64, 74, 10035, 100, 108560640, 18
127000000, 64, 74, 10034, 100, 108560640, 28
127000000, 64, 74, 10032, 100, 108560640, 19
127000000, 64, 74, 10031, 100, 108560640, 23
127000000, 64, 74, 10030, 100, 108560640, 22
127100000, 64, 74, 10035, 100, 108560640, 19
